title,brand,price,price_per_unit,image,url,sku,category,scraped_at
"Dairyland 2% Partly Skimmed Milk, 4L",,5.79,,https://i5.walmartimages.com/asr/afcaf4a8-dc78-43ff-b578-548fe0c7d414.b41fd10e141c471ff2e34d07675742ea.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-2-Partly-Skimmed-Milk/10183990?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3048&from=/search,Dairyland-2-Partly-Skimmed-Milk,search:milk,2025-10-21T05:08:16Z
"Dairyland Microfiltered 2% Partly Skimmed Milk, 1.89L",,1.89,,https://i5.walmartimages.com/asr/629a19fa-cc24-4ac6-a1de-ea1ab0b58466.b508a0ea709eed9db4ec11560fde54a9.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/wapcrs/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=13&tax=10019_-1_6000194327399&rdf=1&rd=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2FDairyland-Microfiltered-2-Partly-Skimmed-Milk%2F2ZUSOX5FA36U&adUid=e5afb5db-19f0-4932-b1ae-0c0353dade5e&mloc=sp-search-middle&pltfm=desktop&pgId=milk&pt=search&spQs=gDtW7K6sdspNPex7RJ4dtN6SB_w0WVJ7daq3ZE8JZWvG0vFYAe_CgLi_NbZ3AF5JLFey592gz6FOp_wM-iY6iWYuj5zK_i-1JrxP0NplPca8-_TyQw1jenS3VkEqaJj7weLsdaw6YFaoSAE9DfbS1SrzgawrjQ8VjgIixWYAarRgSr-gzdJpZXomLMfnlyq5KS8epdgpvjljZUsQne4_2seyDf5TfbPkF-8aG3YEuYxWi7f_DU7vNw2RhH9uWOVjkneYhOD_GK-qwlh4Wmw0kg&storeId=3009&tn=WMT_CA&wtn=qxjed8&bkt=ace1_default%7Cace2_default%7Cace3_default&/en/ip/Dairyland-Microfiltered-2-Partly-Skimmed-Milk/2ZUSOX5FA36U,Dairyland-Microfiltered-2-Partly-Skimmed-Milk,search:milk,2025-10-21T05:08:16Z
"Dairyland 3.25% Organic Milk, 4L",,3.25,,https://i5.walmartimages.com/asr/583f64fb-47fd-46d2-bc99-26bcc2d6b494.4b91c7f9f6161c5c71716e4f0097f37c.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-3-25-Organic-Milk/10183862?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3048&from=/search,Dairyland-3-25-Organic-Milk,search:milk,2025-10-21T05:08:16Z
"Dairyland 3.25% Milk, 2L",,3.25,,https://i5.walmartimages.com/asr/506a52c4-5abd-469c-8e6b-eb043d9ebd4d.7b6412e0ddda4af2ac6c06f34b84e000.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-3-25-Milk/10183796?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3048&from=/search,Dairyland-3-25-Milk,search:milk,2025-10-21T05:08:16Z
"Dairyland 2% M.F. Dairy Protein Beverage 1.89L, 1.89L",,1.89,,https://i5.walmartimages.com/asr/4ad4d5fb-ac78-4194-b409-9005ba865263.a947f6279d9b02f2449fce28345b9d3e.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-2-M-F-Dairy-Protein-Beverage-1-89L/679GGALVV3OJ?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3048&from=/search,Dairyland-2-M-F-Dairy-Protein-Beverage-1-89L,search:milk,2025-10-21T05:08:16Z
"Dairyland Joyya 3.25% Ultrafiltered Milk 1L, 1L",,3.25,,https://i5.walmartimages.com/asr/470db191-25cc-4a42-a13c-066250777f2a.e608f3ee46267093717a36a8a86b1105.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/wapcrs/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=18&tax=10019_-1_6000194327399&rdf=1&rd=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2FDairyland-Joyya-3-25-Ultrafiltered-Milk-1L%2F3SLB9RM2R7PS&adUid=e5afb5db-19f0-4932-b1ae-0c0353dade5e&mloc=sp-search-middle&pltfm=desktop&pgId=milk&pt=search&spQs=0MhcSmbWMJ-1u4X2GwzWVwmwb3Ep_LR5MMy3w_Srvc3G0vFYAe_CgLi_NbZ3AF5JLFey592gz6FOp_wM-iY6iWYuj5zK_i-1JrxP0NplPca8-_TyQw1jenS3VkEqaJj7weLsdaw6YFaoSAE9DfbS1SrzgawrjQ8VjgIixWYAarRgSr-gzdJpZXomLMfnlyq5KS8epdgpvjljZUsQne4_2seyDf5TfbPkF-8aG3YEuYxWi7f_DU7vNw2RhH9uWOVjkneYhOD_GK-qwlh4Wmw0kg&storeId=3009&tn=WMT_CA&wtn=qxjed8&bkt=ace1_default%7Cace2_default%7Cace3_default&/en/ip/Dairyland-Joyya-3-25-Ultrafiltered-Milk-1L/3SLB9RM2R7PS,Dairyland-Joyya-3-25-Ultrafiltered-Milk-1L,search:milk,2025-10-21T05:08:16Z
"Dairyland Skim Milk, 4L",,5.84,,https://i5.walmartimages.com/asr/8c2f6579-e7b2-448e-988d-1e21813e12a5.99c2f3314e308041e9e9de43825f9bb1.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Skim-Milk/10189791?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3048&from=/search,Dairyland-Skim-Milk,search:milk,2025-10-21T05:08:16Z
"Dairyland 3.25% Milk, 1L",,3.25,,https://i5.walmartimages.com/asr/cdcd564c-dd7c-4793-88a7-2b0a10081e84.5af8853d1cc31b1fec34d7845fe7aea9.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-3-25-Milk/10183942?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3048&from=/search,Dairyland-3-25-Milk,search:milk,2025-10-21T05:08:16Z
"Dairyland 1% Milk, 1L",,2.78,,https://i5.walmartimages.com/asr/bb640d92-4a19-4fb0-825e-fd031348f7ef.1478f6384a29ac96a26286496ae14c85.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-1-Milk/10183836?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3048&from=/search,Dairyland-1-Milk,search:milk,2025-10-21T05:08:16Z
"Milk2Go 2% Partly Skimmed Milk, 6 x 200 mL",,6.68,,https://i5.walmartimages.com/asr/b691275e-975b-4874-87fd-d0c7d6791635.ed80c30ef9c4b1c0a824df506c0b8553.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/wapcrs/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=22&tax=10019_-1_6000194327399&rdf=1&rd=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2FMilk2Go-2-Partly-Skimmed-Milk%2F6000197627159&adUid=e5afb5db-19f0-4932-b1ae-0c0353dade5e&mloc=sp-search-middle&pltfm=desktop&pgId=milk&pt=search&spQs=tksUiv2LzbQ2tVOYRjlgsVpVvuy0G-GnOvpcrjfV5koknF_MDnRYNP99SHbncqbuM01lxYL4kVKprLx1XJMwJIzmQZXgk0phfGAxb2MDrhooQiwQE0s6SYBcXokc4JxueA6Gpv3M3VG8nXvaPovRh2b6dEYNYJjoqwEq0i_2DLXd6TeNDSsnXs8B6538NWOx2UyNoaKQmVQMwC4RG4sf0O5a_oM95ZjCJs1u6cff67c3ZRMT-DEE4YKu3ALPru_t278TJgAId24vtQ3taxyPgA&storeId=3009&tn=WMT_CA&wtn=qxjed8&bkt=ace1_default%7Cace2_default%7Cace3_default&/en/ip/Milk2Go-2-Partly-Skimmed-Milk/6000197627159,Milk2Go-2-Partly-Skimmed-Milk,search:milk,2025-10-21T05:08:16Z
"Natrel Plus 2% Milk, 2 L",,8.25,,https://i5.walmartimages.com/asr/2c7fd450-0e7d-4ca5-9f2a-47312295a63d.f0d2f997cbb2c61a56a128baffd08883.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Natrel-Plus-2-Milk/6000200812313?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3048&from=/search,Natrel-Plus-2-Milk,search:milk,2025-10-21T05:08:16Z
"Dairyland 1% Chocolate Partly Skimmed Milk, 750ml",,2.58,,https://i5.walmartimages.com/asr/423ccaa6-1a66-4304-a9e9-82ef4b3f26ac.d8b0ee9cb1151e9a5c7e124abb33d466.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-1-Chocolate-Partly-Skimmed-Milk/65R1WFFAGC7C?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L1102&from=/search,Dairyland-1-Chocolate-Partly-Skimmed-Milk,search:milk,2025-10-21T05:08:16Z
"Dairyland 3.25% Homogenized Milk, 4L",,3.25,,https://i5.walmartimages.com/asr/510354c3-c305-44d9-bbeb-a44d1bd587a4.3eb2e5d9e8d079aa58365049b885f239.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-3-25-Homogenized-Milk/10183863?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3048&from=/search,Dairyland-3-25-Homogenized-Milk,search:milk,2025-10-21T05:08:16Z
"Dairyland Skim Milk, 1L",,2.78,,https://i5.walmartimages.com/asr/0e06d8c7-6672-4215-810b-8c6a1d71e90c.96a781ff11b459f5aed241db6c635ee7.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Skim-Milk/10183885?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3048&from=/search,Dairyland-Skim-Milk,search:milk,2025-10-21T05:08:16Z
"Dairyland 3.25% Protein 18 g Beverage, 1.89L",,3.25,,https://i5.walmartimages.com/asr/0c00f0d6-99a0-4fa8-9c89-0d7f10458e7f.decec895002a6e3f5b2b9c1fb13087b4.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-3-25-Protein-18-g-Beverage/4DRPDXBA52ND?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3033&from=/search,Dairyland-3-25-Protein-18-g-Beverage,search:milk,2025-10-21T05:08:16Z
"Natrel Plus 3.25% Protein milk, 2 L",,3.25,,https://i5.walmartimages.com/asr/0f6fa8fa-55c2-48d4-9fd9-f94540f18cc0.fe9cbf16bd4745c3b531239f5c3f260b.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Natrel-Plus-3-25-Protein-milk/6000202662876?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3048&from=/search,Natrel-Plus-3-25-Protein-milk,search:milk,2025-10-21T05:08:16Z
"Natrel Lactose Free 2%, 2L",,6.38,,https://i5.walmartimages.com/asr/ef9ee9ef-a2fb-4a41-b388-fac6c3316bfa.423cbbf79fc0fb71f1d518091d59e6a5.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Natrel-Lactose-Free-2/3QH06CPCFX9E?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3033&from=/search,Natrel-Lactose-Free-2,search:milk,2025-10-21T05:08:16Z
"Dairyland Lactose Free 2% Partly Skimmed Milk, 1.89L",,1.89,,https://i5.walmartimages.com/asr/aec8c011-2bc1-4274-950c-5e1595f058ca.68d1040a8950977af5ee842d7386e76a.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Lactose-Free-2-Partly-Skimmed-Milk/4R7YKXTZJ5EB?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3033&from=/search,Dairyland-Lactose-Free-2-Partly-Skimmed-Milk,search:milk,2025-10-21T05:08:16Z
"Dairyland 2% Chocolate Protein 18 g Beverage, 1.89L",,1.89,,https://i5.walmartimages.com/asr/adf0a4c2-8470-4f0b-8183-094fafd6d038.ee804910c7e9e212e08db00f29108476.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-2-Chocolate-Protein-18-g-Beverage/5G6UQL5PIIQS?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3048&from=/search,Dairyland-2-Chocolate-Protein-18-g-Beverage,search:milk,2025-10-21T05:08:16Z
"Dairyland Skim Milk, 2L",,4.6,,https://i5.walmartimages.com/asr/5bfbab20-49b7-4753-bad0-b4fdf28a4070.222811b8cca590b443d00dc0086106dc.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Skim-Milk/10183795?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3048&from=/search,Dairyland-Skim-Milk,search:milk,2025-10-21T05:08:16Z
"Natrel Lactose Free 3.25%, 2L",,3.25,,https://i5.walmartimages.com/asr/7a86fcc1-5443-4fa6-8608-79dfb21abeb9.60afdc48308a807254add615a2919b1d.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Natrel-Lactose-Free-3-25/5QNNIYLE6LQB?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3033&from=/search,Natrel-Lactose-Free-3-25,search:milk,2025-10-21T05:08:16Z
"Dairyland Lactose Free 1% Partly Skimmed Milk, 1.89L",,1.89,,https://i5.walmartimages.com/asr/7550edec-d1d9-4e0a-ab29-3331acecdb83.1d9a649d8a68f091d9a1f585f63f4c71.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Lactose-Free-1-Partly-Skimmed-Milk/1HJNS5ZD18J3?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L3033&from=/search,Dairyland-Lactose-Free-1-Partly-Skimmed-Milk,search:milk,2025-10-21T05:08:16Z
"Dairyland Joyya 2% Ultrafiltered Partly Skimmed Milk 1L, 1L",,4.97,,https://i5.walmartimages.com/asr/8c912da2-7363-4bdc-a7bb-9b7a80da6263.0337e8d4f2dcd5bf9d96b22e77dff34c.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,https://www.walmart.ca/en/ip/Dairyland-Joyya-2-Ultrafiltered-Partly-Skimmed-Milk-1L/6000202929851?fulfillmentIntent=Pickup&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22Pickup%22%5D%7D%5D&classType=REGULAR&athbdg=L1102&from=/search,Dairyland-Joyya-2-Ultrafiltered-Partly-Skimmed-Milk-1L,search:milk,2025-10-21T05:08:16Z
